0,0,0
0.010101,0.010101,0.010101
0.020202,0.020202,0.020202
0.030303,0.030303,0.030303
0.040404,0.040404,0.040404
0.050505,0.050505,0.050505
0.060606,0.060606,0.060606
0.070707,0.070707,0.070707
0.080808,0.080808,0.080808
0.090909,0.090909,0.090909
0.10101,0.10101,0.10101
0.11111,0.11111,0.11111
0.12121,0.12121,0.12121
0.13131,0.13131,0.13131
0.14141,0.14141,0.14141
0.15152,0.15152,0.15152
0.16162,0.16162,0.16162
0.17172,0.17172,0.17172
0.18182,0.18182,0.18182
0.19192,0.19192,0.19192
0.20202,0.20202,0.20202
0.21212,0.21212,0.21212
0.22222,0.22222,0.22222
0.23232,0.23232,0.23232
0.24242,0.24242,0.24242
0.25253,0.25253,0.25253
0.26263,0.26263,0.26263
0.27273,0.27273,0.27273
0.28283,0.28283,0.28283
0.29293,0.29293,0.29293
0.30303,0.30303,0.30303
0.31313,0.31313,0.31313
0.32323,0.32323,0.32323
0.33333,0.33333,0.33333
0.34343,0.34343,0.34343
0.35354,0.35354,0.35354
0.36364,0.36364,0.36364
0.37374,0.37374,0.37374
0.38384,0.38384,0.38384
0.39394,0.39394,0.39394
0.40404,0.40404,0.40404
0.41414,0.41414,0.41414
0.42424,0.42424,0.42424
0.43434,0.43434,0.43434
0.44444,0.44444,0.44444
0.45455,0.45455,0.45455
0.46465,0.46465,0.46465
0.47475,0.47475,0.47475
0.48485,0.48485,0.48485
0.49495,0.49495,0.49495
0.50505,0.50505,0.50505
0.51515,0.51515,0.51515
0.52525,0.52525,0.52525
0.53535,0.53535,0.53535
0.54545,0.54545,0.54545
0.55556,0.55556,0.55556
0.56566,0.56566,0.56566
0.57576,0.57576,0.57576
0.58586,0.58586,0.58586
0.59596,0.59596,0.59596
0.60606,0.60606,0.60606
0.61616,0.61616,0.61616
0.62626,0.62626,0.62626
0.63636,0.63636,0.63636
0.64646,0.64646,0.64646
0.65657,0.65657,0.65657
0.66667,0.66667,0.66667
0.67677,0.67677,0.67677
0.68687,0.68687,0.68687
0.69697,0.69697,0.69697
0.70707,0.70707,0.70707
0.71717,0.71717,0.71717
0.72727,0.72727,0.72727
0.73737,0.73737,0.73737
0.74747,0.74747,0.74747
0.75758,0.75758,0.75758
0.76768,0.76768,0.76768
0.77778,0.77778,0.77778
0.78788,0.78788,0.78788
0.79798,0.79798,0.79798
0.80808,0.80808,0.80808
0.81818,0.81818,0.81818
0.82828,0.82828,0.82828
0.83838,0.83838,0.83838
0.84848,0.84848,0.84848
0.85859,0.85859,0.85859
0.86869,0.86869,0.86869
0.87879,0.87879,0.87879
0.88889,0.88889,0.88889
0.89899,0.89899,0.89899
0.90909,0.90909,0.90909
0.91919,0.91919,0.91919
0.92929,0.92929,0.92929
0.93939,0.93939,0.93939
0.94949,0.94949,0.94949
0.9596,0.9596,0.9596
0.9697,0.9697,0.9697
0.9798,0.9798,0.9798
0.9899,0.9899,0.9899
1,1,1
1,1,1
1,0.98413,0.98413
1,0.96825,0.96825
1,0.95238,0.95238
1,0.93651,0.93651
1,0.92063,0.92063
1,0.90476,0.90476
1,0.88889,0.88889
1,0.87302,0.87302
1,0.85714,0.85714
1,0.84127,0.84127
1,0.8254,0.8254
1,0.80952,0.80952
1,0.79365,0.79365
1,0.77778,0.77778
1,0.7619,0.7619
1,0.74603,0.74603
1,0.73016,0.73016
1,0.71429,0.71429
1,0.69841,0.69841
1,0.68254,0.68254
1,0.66667,0.66667
1,0.65079,0.65079
1,0.63492,0.63492
1,0.61905,0.61905
1,0.60317,0.60317
1,0.5873,0.5873
1,0.57143,0.57143
1,0.55556,0.55556
1,0.53968,0.53968
1,0.52381,0.52381
1,0.50794,0.50794
1,0.49206,0.49206
1,0.47619,0.47619
1,0.46032,0.46032
1,0.44444,0.44444
1,0.42857,0.42857
1,0.4127,0.4127
1,0.39683,0.39683
1,0.38095,0.38095
1,0.36508,0.36508
1,0.34921,0.34921
1,0.33333,0.33333
1,0.31746,0.31746
1,0.30159,0.30159
1,0.28571,0.28571
1,0.26984,0.26984
1,0.25397,0.25397
1,0.2381,0.2381
1,0.22222,0.22222
1,0.20635,0.20635
1,0.19048,0.19048
1,0.1746,0.1746
1,0.15873,0.15873
1,0.14286,0.14286
1,0.12698,0.12698
1,0.11111,0.11111
1,0.095238,0.095238
1,0.079365,0.079365
1,0.063492,0.063492
1,0.047619,0.047619
1,0.031746,0.031746
1,0.015873,0.015873
1,0,0
1,0,0
0.98571,0,0
0.97143,0,0
0.95714,0,0
0.94286,0,0
0.92857,0,0
0.91429,0,0
0.9,0,0
0.88571,0,0
0.87143,0,0
0.85714,0,0
0.84286,0,0
0.82857,0,0
0.81429,0,0
0.8,0,0
0.78571,0,0
0.77143,0,0
0.75714,0,0
0.74286,0,0
0.72857,0,0
0.71429,0,0
0.7,0,0
0.68571,0,0
0.67143,0,0
0.65714,0,0
0.64286,0,0
0.62857,0,0
0.61429,0,0
0.6,0,0
0.58571,0,0
0.57143,0,0
0.55714,0,0
0.54286,0,0
0.52857,0,0
0.51429,0,0
0.5,0,0
